0,1,179.85,900.60,83.10,216.00,0.93,-1,-1,-1
0,2,447.00,903.00,94.20,224.40,0.93,-1,-1,-1
0,3,655.80,898.80,84.00,241.20,0.93,-1,-1,-1
0,4,363.60,899.40,90.00,214.80,0.93,-1,-1,-1
1,1,181.14,900.60,83.13,216.00,0.93,-1,-1,-1
1,2,446.22,901.96,94.20,224.40,0.93,-1,-1,-1
1,3,655.98,899.84,83.65,240.16,0.93,-1,-1,-1
1,4,363.39,898.88,89.91,214.80,0.93,-1,-1,-1
2,1,183.31,901.54,82.51,214.13,0.93,-1,-1,-1
2,2,445.80,902.72,93.84,223.46,0.93,-1,-1,-1
2,3,656.00,900.49,83.60,239.98,0.93,-1,-1,-1
2,4,363.90,899.73,89.26,213.86,0.93,-1,-1,-1
3,1,185.30,901.83,82.39,213.54,0.93,-1,-1,-1
3,2,444.74,903.43,93.78,223.17,0.94,-1,-1,-1
3,3,655.54,900.21,83.60,239.94,0.93,-1,-1,-1
3,4,364.33,899.54,88.99,214.49,0.93,-1,-1,-1
4,1,187.66,900.57,82.79,214.29,0.93,-1,-1,-1
4,2,444.17,903.21,93.82,223.10,0.94,-1,-1,-1
4,3,655.09,900.99,83.33,239.06,0.93,-1,-1,-1
4,4,365.10,899.47,88.07,213.82,0.92,-1,-1,-1
5,1,189.99,898.41,83.56,216.29,0.93,-1,-1,-1
5,2,443.98,903.11,93.90,223.09,0.94,-1,-1,-1
5,3,655.21,902.53,82.71,237.05,0.93,-1,-1,-1
5,4,364.80,899.01,87.57,214.46,0.92,-1,-1,-1
6,1,191.82,896.42,84.16,217.83,0.93,-1,-1,-1
6,2,442.64,902.23,94.42,223.95,0.94,-1,-1,-1
6,3,654.40,900.51,83.37,238.91,0.93,-1,-1,-1
6,4,364.53,898.84,86.46,213.86,0.92,-1,-1,-1
7,1,194.89,898.61,83.07,215.08,0.94,-1,-1,-1
7,2,441.28,902.33,94.75,224.26,0.94,-1,-1,-1
7,3,653.31,901.84,82.76,237.11,0.93,-1,-1,-1
7,4,364.27,898.79,85.57,213.64,0.92,-1,-1,-1
8,1,196.44,897.81,83.28,215.69,0.94,-1,-1,-1
8,2,440.97,902.77,94.57,223.55,0.93,-1,-1,-1
8,3,651.97,901.91,82.82,237.29,0.93,-1,-1,-1
8,4,363.84,898.36,85.11,214.39,0.92,-1,-1,-1
9,1,196.82,897.54,83.35,215.91,0.94,-1,-1,-1
9,2,441.05,902.94,94.58,223.29,0.93,-1,-1,-1
9,3,651.50,902.33,82.84,237.37,0.93,-1,-1,-1
9,4,363.93,898.21,84.47,214.66,0.92,-1,-1,-1
10,1,198.54,897.05,83.89,217.61,0.94,-1,-1,-1
10,2,440.25,903.00,94.70,223.20,0.93,-1,-1,-1
10,3,650.83,901.66,83.10,238.23,0.93,-1,-1,-1
10,4,362.69,897.76,84.38,215.57,0.92,-1,-1,-1
11,1,200.17,898.49,83.38,216.63,0.94,-1,-1,-1
11,2,439.34,903.42,94.79,223.17,0.93,-1,-1,-1
11,3,650.65,903.42,82.28,235.35,0.94,-1,-1,-1
11,4,360.75,898.40,84.13,215.91,0.92,-1,-1,-1
12,1,201.14,898.24,83.72,217.85,0.93,-1,-1,-1
12,2,437.90,903.17,95.08,223.16,0.93,-1,-1,-1
12,3,650.11,903.66,82.19,234.27,0.94,-1,-1,-1
12,4,359.82,897.84,83.67,216.03,0.92,-1,-1,-1
13,1,202.40,898.16,83.91,219.10,0.93,-1,-1,-1
13,2,437.15,903.08,95.66,223.96,0.93,-1,-1,-1
13,3,649.97,904.14,82.07,233.09,0.94,-1,-1,-1
13,4,358.92,900.03,82.66,214.47,0.92,-1,-1,-1
14,1,203.21,897.73,83.77,219.56,0.93,-1,-1,-1
14,2,436.88,902.64,96.30,225.06,0.93,-1,-1,-1
14,3,649.98,904.70,81.96,231.88,0.94,-1,-1,-1
14,4,357.99,901.66,81.52,212.28,0.92,-1,-1,-1
15,1,204.57,896.79,83.87,220.51,0.93,-1,-1,-1
15,2,436.38,901.68,96.99,226.27,0.94,-1,-1,-1
15,3,649.51,904.50,82.10,231.45,0.94,-1,-1,-1
15,4,356.78,901.86,80.88,211.46,0.93,-1,-1,-1
16,1,204.76,895.64,84.23,222.44,0.93,-1,-1,-1
16,2,435.07,901.32,97.56,226.71,0.93,-1,-1,-1
16,3,648.11,903.21,83.03,232.92,0.94,-1,-1,-1
16,4,355.22,902.32,80.15,210.37,0.93,-1,-1,-1
17,1,204.89,895.22,84.16,223.15,0.93,-1,-1,-1
17,2,434.50,901.19,97.97,226.87,0.93,-1,-1,-1
17,3,647.49,902.72,83.61,233.49,0.94,-1,-1,-1
17,4,354.62,902.09,79.97,210.77,0.93,-1,-1,-1
18,1,206.89,897.06,83.47,221.82,0.93,-1,-1,-1
18,2,435.01,901.94,98.71,227.71,0.93,-1,-1,-1
18,3,647.45,902.92,84.29,234.51,0.94,-1,-1,-1
18,4,354.63,903.97,79.11,208.55,0.93,-1,-1,-1
19,1,207.72,898.16,83.37,222.08,0.93,-1,-1,-1
19,2,435.48,902.23,99.24,228.02,0.93,-1,-1,-1
19,3,647.83,904.19,84.58,234.12,0.94,-1,-1,-1
19,4,353.85,903.88,79.26,209.33,0.93,-1,-1,-1
20,1,208.15,898.58,83.60,222.95,0.93,-1,-1,-1
20,2,435.97,903.13,100.06,228.91,0.93,-1,-1,-1
20,3,648.03,904.66,85.41,235.56,0.94,-1,-1,-1
20,4,353.19,904.62,78.92,208.84,0.93,-1,-1,-1
21,1,208.00,898.74,83.44,222.48,0.93,-1,-1,-1
21,2,435.99,903.47,100.71,229.24,0.93,-1,-1,-1
21,3,647.45,904.04,86.25,236.91,0.94,-1,-1,-1
21,4,351.78,904.48,78.81,209.47,0.93,-1,-1,-1
22,1,207.94,898.01,83.69,223.07,0.93,-1,-1,-1
22,2,435.56,903.60,101.44,229.35,0.92,-1,-1,-1
22,3,647.14,903.80,86.76,237.41,0.94,-1,-1,-1
22,4,350.42,902.43,79.30,212.10,0.93,-1,-1,-1
23,1,208.25,896.94,84.22,224.87,0.93,-1,-1,-1
23,2,436.56,904.43,102.18,229.37,0.93,-1,-1,-1
23,3,646.97,902.12,87.87,239.97,0.94,-1,-1,-1
23,4,349.96,902.44,78.66,211.52,0.93,-1,-1,-1
24,1,209.45,897.32,84.17,224.74,0.93,-1,-1,-1
24,2,437.48,904.74,102.96,229.37,0.94,-1,-1,-1
24,3,647.26,902.67,88.38,240.93,0.94,-1,-1,-1
24,4,349.24,899.67,79.20,214.47,0.92,-1,-1,-1
25,1,209.75,897.08,84.39,225.46,0.93,-1,-1,-1
25,2,437.62,904.85,103.66,229.36,0.94,-1,-1,-1
25,3,647.34,902.88,88.65,241.28,0.94,-1,-1,-1
25,4,349.14,898.62,79.10,215.58,0.92,-1,-1,-1
26,1,210.71,896.20,84.70,226.51,0.93,-1,-1,-1
26,2,438.43,903.30,105.58,232.51,0.94,-1,-1,-1
26,3,648.49,901.77,89.68,243.76,0.94,-1,-1,-1
26,4,348.79,899.02,78.99,216.78,0.93,-1,-1,-1
27,1,211.11,895.48,85.07,227.68,0.93,-1,-1,-1
27,2,438.23,903.50,106.48,232.90,0.93,-1,-1,-1
27,3,649.41,902.14,89.88,243.90,0.94,-1,-1,-1
27,4,347.33,898.79,78.89,218.01,0.92,-1,-1,-1
28,1,211.95,896.00,84.95,227.31,0.93,-1,-1,-1
28,2,438.49,902.78,107.31,233.02,0.94,-1,-1,-1
28,3,650.91,902.69,90.02,243.92,0.93,-1,-1,-1
28,4,346.31,899.11,78.67,218.45,0.92,-1,-1,-1
29,1,211.65,896.21,85.30,227.94,0.93,-1,-1,-1
29,2,439.67,902.12,107.82,233.84,0.92,-1,-1,-1
29,3,651.92,902.89,90.75,245.48,0.94,-1,-1,-1
29,4,345.39,900.42,78.14,217.81,0.92,-1,-1,-1
30,1,211.79,896.29,85.45,228.16,0.94,-1,-1,-1
30,2,438.97,901.47,108.68,234.92,0.92,-1,-1,-1
30,3,653.03,903.37,91.10,246.06,0.94,-1,-1,-1
30,4,344.25,902.12,77.59,217.55,0.93,-1,-1,-1
31,1,212.14,897.12,85.46,228.22,0.93,-1,-1,-1
31,2,439.93,901.23,108.89,235.31,0.92,-1,-1,-1
31,3,654.53,902.36,91.44,247.04,0.94,-1,-1,-1
31,4,343.48,902.36,77.75,219.02,0.92,-1,-1,-1
32,1,211.74,898.23,85.67,229.02,0.93,-1,-1,-1
32,2,445.88,901.54,107.25,234.64,0.92,-1,-1,-1
32,3,655.14,902.37,91.42,247.38,0.94,-1,-1,-1
32,4,342.72,903.63,77.23,217.98,0.92,-1,-1,-1
33,1,212.35,899.44,85.39,228.51,0.93,-1,-1,-1
33,2,447.89,901.67,106.28,235.16,0.93,-1,-1,-1
33,3,656.37,903.56,90.95,245.91,0.94,-1,-1,-1
33,4,341.81,904.50,76.78,216.77,0.92,-1,-1,-1
34,1,212.58,899.89,85.22,228.30,0.93,-1,-1,-1
34,2,449.14,901.72,105.27,235.34,0.93,-1,-1,-1
34,3,656.67,903.62,91.04,246.12,0.94,-1,-1,-1
34,4,341.51,904.82,76.58,216.31,0.92,-1,-1,-1
35,1,213.58,899.66,85.48,229.00,0.93,-1,-1,-1
35,2,449.21,902.14,104.41,235.39,0.93,-1,-1,-1
35,3,657.63,901.66,91.70,247.76,0.94,-1,-1,-1
35,4,340.53,905.32,76.73,216.92,0.92,-1,-1,-1
36,1,214.62,900.35,85.40,229.25,0.93,-1,-1,-1
36,2,448.68,901.91,104.34,236.98,0.93,-1,-1,-1
36,3,657.78,899.73,92.33,249.16,0.94,-1,-1,-1
36,4,339.64,905.50,77.11,217.94,0.92,-1,-1,-1
37,1,215.86,901.40,85.01,228.54,0.93,-1,-1,-1
37,2,441.90,902.21,105.55,237.56,0.93,-1,-1,-1
37,3,658.18,899.01,92.63,249.67,0.94,-1,-1,-1
37,4,338.05,904.76,77.85,219.90,0.92,-1,-1,-1
38,1,216.64,900.59,85.00,229.05,0.93,-1,-1,-1
38,2,439.64,903.12,106.14,236.97,0.93,-1,-1,-1
38,3,658.55,897.95,93.04,250.63,0.94,-1,-1,-1
38,4,336.70,904.07,78.50,221.43,0.92,-1,-1,-1
39,1,217.00,898.30,85.81,231.61,0.93,-1,-1,-1
39,2,438.28,903.07,107.35,238.32,0.93,-1,-1,-1
39,3,659.05,897.96,93.21,250.97,0.94,-1,-1,-1
39,4,336.08,903.02,79.04,222.78,0.92,-1,-1,-1
40,1,218.00,896.24,86.51,234.15,0.93,-1,-1,-1
