0,1,60.15,948.00,166.20,576.00,0.96,-1,-1,-1
0,2,832.80,954.00,194.40,559.20,0.96,-1,-1,-1
0,3,340.20,957.60,178.80,522.00,0.96,-1,-1,-1
0,4,585.00,954.00,175.20,548.40,0.96,-1,-1,-1
1,1,59.88,949.04,166.22,576.00,0.96,-1,-1,-1
1,2,833.07,954.52,193.87,557.64,0.96,-1,-1,-1
1,3,340.11,957.60,179.50,524.08,0.96,-1,-1,-1
1,4,584.84,952.96,175.53,549.44,0.96,-1,-1,-1
2,1,63.82,949.22,165.67,574.13,0.96,-1,-1,-1
2,2,829.71,953.67,190.28,547.07,0.96,-1,-1,-1
2,3,343.12,957.13,176.84,516.50,0.95,-1,-1,-1
2,4,583.95,954.18,174.50,546.35,0.96,-1,-1,-1
3,1,69.25,947.42,165.03,571.71,0.95,-1,-1,-1
3,2,826.10,953.40,186.88,536.40,0.96,-1,-1,-1
3,3,346.21,957.45,173.54,507.16,0.96,-1,-1,-1
3,4,582.07,955.05,172.78,541.22,0.96,-1,-1,-1
4,1,76.20,945.06,163.43,565.65,0.95,-1,-1,-1
4,2,823.56,952.43,186.22,532.46,0.96,-1,-1,-1
4,3,347.76,955.77,172.61,505.30,0.96,-1,-1,-1
4,4,579.46,954.41,171.87,538.77,0.96,-1,-1,-1
5,1,84.88,944.73,158.95,548.58,0.96,-1,-1,-1
5,2,821.54,951.26,186.98,531.50,0.96,-1,-1,-1
5,3,349.45,955.22,172.01,504.92,0.96,-1,-1,-1
5,4,576.35,951.58,171.90,539.82,0.96,-1,-1,-1
6,1,91.90,943.82,156.82,538.60,0.96,-1,-1,-1
6,2,818.16,949.62,188.68,532.71,0.96,-1,-1,-1
6,3,350.07,954.64,171.62,505.41,0.96,-1,-1,-1
6,4,572.21,948.92,171.48,539.44,0.96,-1,-1,-1
7,1,97.23,943.13,156.64,534.18,0.95,-1,-1,-1
7,2,815.48,948.65,190.00,532.93,0.96,-1,-1,-1
7,3,351.24,954.87,170.73,504.48,0.96,-1,-1,-1
7,4,569.37,948.83,170.12,536.07,0.96,-1,-1,-1
8,1,101.17,942.51,157.50,532.50,0.96,-1,-1,-1
8,2,813.04,948.76,191.21,532.75,0.96,-1,-1,-1
8,3,352.77,955.38,169.74,503.03,0.96,-1,-1,-1
8,4,567.13,949.66,169.00,532.45,0.96,-1,-1,-1
9,1,103.90,942.32,158.86,531.35,0.96,-1,-1,-1
9,2,811.10,949.64,191.53,530.37,0.96,-1,-1,-1
9,3,353.94,956.40,168.91,501.79,0.96,-1,-1,-1
9,4,566.33,950.81,166.37,522.24,0.96,-1,-1,-1
10,1,105.25,942.69,160.64,530.75,0.96,-1,-1,-1
10,2,808.09,951.62,191.59,527.98,0.96,-1,-1,-1
10,3,354.21,957.60,168.43,501.42,0.96,-1,-1,-1
