0,1,318.60,1014.00,158.40,429.60,0.96,-1,-1,-1
0,2,573.00,1015.80,136.80,412.20,0.95,-1,-1,-1
1,1,318.35,1015.04,158.39,429.60,0.96,-1,-1,-1
1,2,572.75,1015.28,137.31,413.76,0.95,-1,-1,-1
2,1,318.53,1016.16,158.39,429.60,0.96,-1,-1,-1
2,2,572.67,1014.26,137.70,414.96,0.95,-1,-1,-1
3,1,318.61,1016.49,158.37,429.60,0.96,-1,-1,-1
3,2,572.09,1014.86,137.55,414.40,0.95,-1,-1,-1
4,1,318.40,1017.00,158.83,430.93,0.96,-1,-1,-1
4,2,571.97,1014.19,137.82,415.06,0.95,-1,-1,-1
5,1,317.68,1017.57,160.28,435.23,0.96,-1,-1,-1
5,2,571.67,1013.98,138.22,416.13,0.95,-1,-1,-1
6,1,316.67,1017.33,161.45,438.80,0.95,-1,-1,-1
6,2,571.66,1013.08,139.04,418.16,0.95,-1,-1,-1
7,1,316.18,1017.64,162.14,441.26,0.96,-1,-1,-1
7,2,571.32,1012.77,140.00,420.51,0.95,-1,-1,-1
8,1,315.84,1016.92,162.71,443.71,0.95,-1,-1,-1
8,2,570.87,1012.67,141.02,422.96,0.95,-1,-1,-1
9,1,315.61,1015.02,163.13,446.15,0.96,-1,-1,-1
9,2,570.17,1013.46,142.25,426.24,0.95,-1,-1,-1
10,1,315.40,1013.91,163.14,447.38,0.95,-1,-1,-1
10,2,568.85,1013.36,144.24,431.82,0.95,-1,-1,-1
11,1,314.83,1012.69,163.33,449.36,0.95,-1,-1,-1
11,2,568.66,1012.94,145.15,434.24,0.95,-1,-1,-1
12,1,314.60,1011.05,163.45,451.22,0.95,-1,-1,-1
12,2,568.13,1013.58,145.63,435.07,0.95,-1,-1,-1
13,1,314.45,1010.05,163.22,452.25,0.95,-1,-1,-1
13,2,568.12,1014.62,145.43,433.71,0.95,-1,-1,-1
14,1,313.65,1009.30,163.04,453.75,0.95,-1,-1,-1
14,2,567.72,1014.62,146.35,435.90,0.95,-1,-1,-1
15,1,313.03,1009.03,162.45,454.25,0.95,-1,-1,-1
15,2,567.07,1014.62,147.51,439.04,0.95,-1,-1,-1
16,1,312.35,1008.16,161.95,455.96,0.95,-1,-1,-1
16,2,567.03,1015.41,148.32,440.96,0.95,-1,-1,-1
17,1,311.82,1007.86,161.13,456.54,0.95,-1,-1,-1
17,2,567.32,1016.10,148.80,442.01,0.95,-1,-1,-1
18,1,311.27,1007.37,160.36,457.10,0.95,-1,-1,-1
18,2,567.07,1016.36,149.52,443.92,0.95,-1,-1,-1
19,1,311.35,1007.20,159.53,457.25,0.95,-1,-1,-1
19,2,567.07,1016.45,150.38,446.16,0.95,-1,-1,-1
20,1,311.19,1007.16,158.84,457.25,0.95,-1,-1,-1
20,2,567.78,1017.27,151.25,448.52,0.95,-1,-1,-1
21,1,310.47,1007.16,158.35,457.21,0.95,-1,-1,-1
21,2,567.98,1018.36,151.52,449.35,0.95,-1,-1,-1
22,1,309.89,1006.79,158.43,458.33,0.95,-1,-1,-1
22,2,568.69,1018.37,152.13,450.78,0.95,-1,-1,-1
23,1,309.83,1006.66,158.17,458.72,0.95,-1,-1,-1
23,2,569.71,1018.76,152.40,451.65,0.95,-1,-1,-1
24,1,309.55,1006.23,158.25,460.02,0.95,-1,-1,-1
24,2,570.21,1018.89,152.85,453.49,0.95,-1,-1,-1
25,1,309.10,1007.27,158.60,462.45,0.95,-1,-1,-1
25,2,571.51,1018.14,152.94,454.13,0.95,-1,-1,-1
26,1,308.56,1007.28,159.10,465.31,0.95,-1,-1,-1
26,2,572.94,1018.64,152.85,454.31,0.95,-1,-1,-1
27,1,307.20,1006.90,160.47,470.69,0.95,-1,-1,-1
27,2,573.34,1018.42,153.06,455.51,0.95,-1,-1,-1
28,1,306.21,1008.33,160.77,472.68,0.95,-1,-1,-1
28,2,573.92,1017.94,153.22,456.30,0.95,-1,-1,-1
29,1,304.80,1008.89,161.81,476.53,0.96,-1,-1,-1
29,2,573.98,1017.35,153.35,456.95,0.95,-1,-1,-1
30,1,303.69,1009.49,162.61,479.89,0.95,-1,-1,-1
30,2,574.24,1016.73,153.68,458.33,0.95,-1,-1,-1
31,1,302.79,1010.91,163.11,482.28,0.96,-1,-1,-1
31,2,574.53,1015.71,154.17,460.39,0.95,-1,-1,-1
32,1,302.09,1012.62,162.88,481.92,0.96,-1,-1,-1
32,2,575.07,1015.32,154.23,461.12,0.95,-1,-1,-1
33,1,301.52,1014.45,163.05,482.89,0.95,-1,-1,-1
33,2,575.82,1015.18,154.12,461.35,0.95,-1,-1,-1
34,1,301.15,1015.92,162.97,483.19,0.95,-1,-1,-1
34,2,576.03,1015.13,153.98,461.38,0.95,-1,-1,-1
35,1,300.87,1017.24,162.87,483.23,0.95,-1,-1,-1
35,2,575.96,1015.52,154.18,462.54,0.95,-1,-1,-1
36,1,300.17,1018.12,162.97,484.37,0.95,-1,-1,-1
36,2,575.75,1015.27,154.79,464.92,0.95,-1,-1,-1
37,1,299.16,1018.42,163.75,487.91,0.96,-1,-1,-1
37,2,575.48,1015.19,155.96,468.94,0.95,-1,-1,-1
38,1,297.62,1018.90,164.44,491.17,0.95,-1,-1,-1
38,2,575.53,1015.94,156.86,471.99,0.95,-1,-1,-1
39,1,295.56,1018.67,165.70,496.68,0.95,-1,-1,-1
39,2,575.07,1016.24,158.13,476.25,0.95,-1,-1,-1
40,1,293.37,1018.16,166.70,500.68,0.95,-1,-1,-1
40,2,575.32,1017.14,159.10,479.38,0.95,-1,-1,-1
41,1,291.28,1017.95,167.17,502.11,0.95,-1,-1,-1
41,2,575.32,1017.87,159.64,480.89,0.95,-1,-1,-1
42,1,289.58,1017.85,167.36,502.57,0.95,-1,-1,-1
42,2,575.08,1018.54,160.29,482.57,0.95,-1,-1,-1
43,1,288.04,1017.40,167.71,503.05,0.95,-1,-1,-1
43,2,574.79,1018.79,161.09,484.72,0.95,-1,-1,-1
44,1,286.86,1016.83,168.31,504.34,0.95,-1,-1,-1
44,2,575.05,1019.66,161.42,485.46,0.95,-1,-1,-1
45,1,285.72,1015.42,168.82,505.15,0.95,-1,-1,-1
45,2,574.84,1019.99,162.13,487.24,0.95,-1,-1,-1
46,1,284.65,1014.48,169.58,506.58,0.95,-1,-1,-1
46,2,574.57,1019.31,162.97,489.43,0.95,-1,-1,-1
47,1,283.59,1012.94,170.45,508.23,0.95,-1,-1,-1
47,2,574.04,1020.22,163.72,491.37,0.95,-1,-1,-1
48,1,282.37,1011.57,171.32,509.59,0.95,-1,-1,-1
48,2,573.02,1020.56,165.02,495.20,0.95,-1,-1,-1
49,1,281.22,1010.67,172.30,511.22,0.95,-1,-1,-1
49,2,572.35,1020.68,166.07,498.15,0.95,-1,-1,-1
50,1,280.71,1009.55,172.88,511.78,0.95,-1,-1,-1
50,2,571.41,1019.93,167.03,501.56,0.95,-1,-1,-1
51,1,279.87,1008.75,173.68,513.11,0.96,-1,-1,-1
51,2,570.21,1019.24,168.09,505.54,0.94,-1,-1,-1
52,1,278.47,1008.07,174.51,513.96,0.96,-1,-1,-1
52,2,569.21,1018.58,168.78,508.14,0.95,-1,-1,-1
53,1,277.36,1007.44,175.36,514.61,0.96,-1,-1,-1
53,2,568.61,1017.54,168.89,509.04,0.95,-1,-1,-1
54,1,275.23,1007.22,176.40,514.81,0.96,-1,-1,-1
54,2,568.06,1017.14,168.80,509.29,0.95,-1,-1,-1
